Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR2_Elicit,Fernández-Montero2021,81.40%,81.40%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Fernández-Montero2021,99.44%,99.44%,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Fernández-Montero2021,Nasopharyngeal swabs; Oropharyngeal swabs,Nasopharyngeal swabs; Oropharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Thirión-Romero2021,"Panbio COVID-19 Ag Rapid Test Device (nasopharyngeal) (Abbott Diagnostics Korea, Inc. Ref. 41FK10)",Abbott PANBIO TM COVID-19 Ag Rapid Test Device,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Thirión-Romero2021,Berlin” SARS-CoV-2 RT-PCR methodology recommended by the World Health Organization (WHO) ,"RT-PCR ""Berlin"" protocol recommended by the WHO",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Thirión-Romero2021,54.20%,54.40%,FALSE,Yes and inappropriate,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Thirión-Romero2021,overall: 98.5%; first week: 98.4%,above 97.8% in all groups;  98.5% during the first week of symptoms ,FALSE,Yes and inappropriate,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Thirión-Romero2021,96.60%,96.60%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Thirión-Romero2021,72.80%,72.90%,FALSE,Yes and inappropriate,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Thirión-Romero2021,nasopharyngeal swabs  ,nasopharyngeal swabs  ,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Avgoulea2022,NG-Test® SARS-CoV-2 Ag,NG-Test R SARS-CoV-2 Ag,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Avgoulea2022,"Certest Viasure SARS-CoV-2 kit (CerTest Biotec, Spain) performed on a Rotor-Gene Q thermal cycler (Qiagen)","Certest Viasure SARS-CoV-2 kit (CerTest Biotec, Spain) on a Rotor-Gene Q thermal cycler (Qiagen)",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Avgoulea2022,NP swabs: 81%; OP swabs: 51%,NP swabs: 81%; OP swabs: 51%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Avgoulea2022,NP swabs: 99%; OP swabs: 100% ,NP swabs: 99%; OP swabs: 100% ,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Avgoulea2022,NP swabs: 99%; OP swabs: 100% ,NP swabs: 99%; OP swabs: 100% ,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Avgoulea2022,NP swabs: 83%; OP swabs: 66% ,NP swabs: 83%; OP swabs: 66% ,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Avgoulea2022,Nasopharyngeal swabs; Oropharyngeal swabs,Nasopharyngeal swabs; Oropharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Alghounaim2021,SD Biosensor Standard Q COVID-19 Ag test; DiaSorin LIAISON SARS-CoV-2 Ag assay ,SD Biosensor Standard Q COVID-19 Ag test; DiaSorin LIAISON SARS-CoV-2 Ag assay ,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Alghounaim2021,"TaqPath TM COVID-19 RT PCR kit (Applied Biosystems, Bleiswijk, the Netherlands) using the Quant Studio 5 PCR system (Thermofisher, MA, USA)","TaqPath TM COVID-19 RT PCR kit (Applied Biosystems, Bleiswijk, the Netherlands) using the Quant Studio 5 PCR system (Thermofisher, MA, USA)",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Alghounaim2021,LIAISON assay: 43.3%; Standard Q assay: 30.6%,LIAISON assay: 43.3%; Standard Q assay: 30.6%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Alghounaim2021,LIAISON assay: 99.9%; Standard Q assay: 98.8% ,LIAISON assay: 99.9%; Standard Q assay: 98.8% ,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Alghounaim2021,LIAISON assay: 96.3%; Standard Q assay: 63.3% ,LIAISON assay: 96.3%; Standard Q assay: 63.3% ,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Alghounaim2021,LIAISON assay: 96.1%; Standard Q assay: 95.4% ,LIAISON assay: approximately 0.655; Standard Q assay: approximately 0.676,FALSE,Yes and inappropriate,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Alghounaim2021,nasopharyngeal swabs,nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Krüger2022,SureStatus COVID-19 antigen card test,SureStatus,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Krüger2022,"Thermo Fisher TaqPath COVID-19 combo kit PCR on the Applied Biosystems platform; Allplex SARS-CoV-2 assay from Seegene; Roche Cobas SARS CoV-2 assay (Pleasanton, CA, USA) on the Cobas 6800 or 8800 system or the SARS CoV-2 assay from TIB Molbiol (Berlin, Germany)",RT-PCR  ,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Krüger2022,82.40%,82.40%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Krüger2022,98.50%,98.50%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Krüger2022,nasopharyngeal swabs; combined nasopharyngeal and oropharyngeal swabs,Nasopharyngeal swabs; Oropharyngeal swabs,FALSE,Yes and inappropriate,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Akashi2022,Roche SARS-CoV-2 rapid antigen test,Roche SARS-CoV-2 rapid antigen test,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Akashi2022,"national standard method developed by the National Institute of Infectious Diseases (NIID), Japan",RT-PCR  ,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Akashi2022,"overall: 72.7%; Symptomatic: 84.7% , Asymptomatic: 58.8%","overall: 72.7%; Symptomatic: 84.7% , Asymptomatic: 58.8%",TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Akashi2022,100%,100%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Akashi2022,100%,not mentioned,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Akashi2022,95.80%,not mentioned,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Akashi2022,nasal swabs; nasopharyngeal swabs,nasal swabs; nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Al-Alawi2021,STANDARD Q COVID-19 Ag test; PCL COVID-19 Ag Rapid fluorescent immunoassay (FIA) test; BIOCREDIT COVID-19 Ag test; Sofia SARS-CoV-2 antigen FIA test,STANDARD Q COVID-19 Ag test; PCL COVID-19 Ag Rapid fluorescent immunoassay (FIA) test; BIOCREDIT COVID-19 Ag test; Sofia SARS-CoV-2 antigen FIA test,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Al-Alawi2021,"Liferiver Novel Coronavirus (2019-nCoV) Real-Time Multiplex RT-PCR Kit, Sansure Biotech COVID-19 Nucleic Acid Test Kit; Roche cobas® 6800 SARS-CoV-2 test",real-time PCR,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Al-Alawi2021,STANDARD Q COVID-19 Ag test: 65.8%; PCL COVID-19 Ag Rapid FIA test: 69.8%; BIOCREDIT COVID-19 Ag test: 64.0%; Sofia SARS-CoV-2 antigen FIA test: 64.3%,STANDARD Q COVID-19 Ag test: 65.8%; PCL COVID-19 Ag Rapid FIA test: 69.8%; BIOCREDIT COVID-19 Ag test: 64.0%; Sofia SARS-CoV-2 antigen FIA test: 64.3%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Al-Alawi2021,STANDARD Q COVID-19 Ag test: 100%; PCL COVID-19 Ag Rapid FIA test: 94.1%; BIOCREDIT COVID-19 Ag test: 100%; Sofia SARS-CoV-2 antigen FIA test: 100%,STANDARD Q COVID-19 Ag test: 100%; PCL COVID-19 Ag Rapid FIA test: 94.1%; BIOCREDIT COVID-19 Ag test: 100%; Sofia SARS-CoV-2 antigen FIA test: 100%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Al-Alawi2021,STANDARD Q COVID-19 Ag test: 100%; PCL COVID-19 Ag Rapid FIA test: 54.6%; BIOCREDIT COVID-19 Ag test: 100%; Sofia SARS-CoV-2 antigen FIA test: 100%,STANDARD Q COVID-19 Ag test: 100%; PCL COVID-19 Ag Rapid FIA test: 54.6%; BIOCREDIT COVID-19 Ag test: 100%; Sofia SARS-CoV-2 antigen FIA test: 100%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Al-Alawi2021,STANDARD Q COVID-19 Ag test: 96.7%; PCL COVID-19 Ag Rapid FIA test: 96.9%; BIOCREDIT COVID-19 Ag test: 96.5%; Sofia SARS-CoV-2 antigen FIA test: 96.5%,STANDARD Q COVID-19 Ag test: 96.7%; PCL COVID-19 Ag Rapid FIA test: 96.9%; BIOCREDIT COVID-19 Ag test: 96.5%; Sofia SARS-CoV-2 antigen FIA test: 96.5%,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Al-Alawi2021,Nasopharyngeal swabs; Oropharyngeal swabs,Nasopharyngeal swabs; Oropharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Bachman2021,"Open-access lateral flow assay; Sofia SARS antigen Fluorescent Immunoassay (FIA); Abbott, BinaxNOW Rapid antigen Test for SARS-COV2","Open-access lateral flow assay; Sofia SARS antigen Fluorescent Immunoassay (FIA); Abbott, BinaxNOW Rapid antigen Test for SARS-COV2",TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Bachman2021,CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel ,CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel,TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Bachman2021,"OA-LFA: 69%  vs. NP PCR, 83% (74%-90%) vs. AN PCR; Sofia: 74% vs. NP PCR, 86% vs. AN PCR; BinaxNOW: 82% vs. NP PCR, 91% vs. AN PCR","OA-LFA: 69%  vs. NP PCR, 83% (74%-90%) vs. AN PCR; Sofia: 74% vs. NP PCR, 86% vs. AN PCR; BinaxNOW: 82% vs. NP PCR, 91% vs. AN PCR",TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Bachman2021,"OA-LFA: 97% vs NP PCR , 97% vs AN PCR; Sofia: 98% vs NP PCR, 96% vs AN PCR; BinaxNOW: 100% vs NP PCR, 94% vs AN PCR","OA-LFA: 97% vs NP PCR , 97% vs AN PCR; Sofia: 98% vs NP PCR, 96% vs AN PCR; BinaxNOW: 100% vs NP PCR, 94% vs AN PCR",TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Bachman2021,OA-LFA: 69%; Sofia: 74%; BinaxNOW: 82%,OA-LFA: 69%; Sofia: 74%; BinaxNOW: 82%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Bachman2021,nasopharyngeal swabs; nasal swab,nasopharyngeal swabs; nasal swab,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Bwogi2022,"BIOCREDIT COVID -19 Ag by RapiGEN, INC, Gyeonggi-do, Korea; COVID-19 Ag Respi-Strip by Coris BioConcept, Gembloux, Belgium; PCL COVID 19 Ag Rapid FIA by Inc, Geumcheon-gu, Seoul, Korea; MEDsan 1 SARS-CoV-2 Antigen Rapid test by MEDsan 1 , Hamburg, Germany; Panbio™ COVID-19 Ag Rapid Test by Abbott Rapid Diagnostics Jena, Germany; Novegent COVID-19 Antigen Rapid Test Kit (colloidal gold) by Chongqing Novegent Biotech Co., Ltd, Chongqing, China; VivaDiag™ SARS-CoV-2 Ag Rapid Test kit by VivaCheck Biotech(Hangzhou) Co., Ltd. Hangzhou, China","BIOCREDIT COVID -19 Ag by RapiGEN, INC, Gyeonggi-do, Korea; COVID-19 Ag Respi-Strip by Coris BioConcept, Gembloux, Belgium; PCL COVID 19 Ag Rapid FIA by Inc, Geumcheon-gu, Seoul, Korea; MEDsan 1 SARS-CoV-2 Antigen Rapid test by MEDsan 1 , Hamburg, Germany; Panbio™ COVID-19 Ag Rapid Test by Abbott Rapid Diagnostics Jena, Germany; Novegent COVID-19 Antigen Rapid Test Kit (colloidal gold) by Chongqing Novegent Biotech Co., Ltd, Chongqing, China; VivaDiag™ SARS-CoV-2 Ag Rapid Test kit by VivaCheck Biotech(Hangzhou) Co., Ltd. Hangzhou, China",TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Bwogi2022,Charite-Berlin Protocol (qRT-PCR),Charite-Berlin Protocol (qRT-PCR),TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Bwogi2022,"Panbio: 85.7% at Ct <=29, 44.7% at Ct <= 33, 27.4% at Ct <=39; VivaDiag: 80% at Ct <=29, 31.6% at Ct <=33, 30.2% at Ct <= 39; Biocredit: 27.4% at Ct <= 39, 44.7% at Ct <=33, 60% at Ct <= 29; Respir-strip: 19.4% at Ct <=39, 35.1% at Ct <=33, 46.4% at Ct <= 29; PCL: 37.6% at Ct <= 39, 71.0% at Ct <=33, 77.8% at Ct <= 29; MEDsan: 13.0% at Ct <=39, 23.7% at Ct <=33, 43.5% at Ct <=29; Novogent: 46% at Ct <=39, 58.2% at Ct <=33, 66.7% at Ct <= 29.","Panbio: 85.7% at Ct <=29; VivaDiag: 80% at Ct <=29; Biocredit: 27.4% at Ct <= 39, 44.7% at Ct <=33, 60% at Ct <= 29; Respir-strip: 19.4% at Ct <=39, 35.1% at Ct <=33, 46.4% at Ct <= 29; PCL: 37.6% at Ct <= 39, 71.0% at Ct <=33, 77.8% at Ct <= 29; MEDsan: 13.0% at Ct <=39, 23.7% at Ct <=33, 43.5% at Ct <=29; Novogent: 46% at Ct <=39, 58.2% at Ct <=33, 66.7% at Ct <= 29.",FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Bwogi2022,BIOCREDIT COVID-19 Ag: 98.2%; COVID-19 Ag Respi-Strip: 99.2%; MEDsan SARS-CoV-2 Antigen Rapid Test: 100%; Panbio COVID-19 Ag Rapid Test: 100%; Novegent COVID-19 Antigen Rapid test kit: 89.9%; VivaDiag SARS-CoV-2 Ag Rapid Test: 94.1% ,BIOCREDIT COVID-19 Ag: 98.2%; COVID-19 Ag Respi-Strip: 99.2%; MEDsan SARS-CoV-2 Antigen Rapid Test: 100%; Panbio COVID-19 Ag Rapid Test: 100%; Novegent COVID-19 Antigen Rapid test kit: 89.9%; VivaDiag SARS-CoV-2 Ag Rapid Test: 94.1%; PCL: 89.9%,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Bwogi2022,nasopharyngeal swabs,nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Caruana2021,"Standard Q COVID-19 Rapid Antigen Test (SD Biosensor, Korea/Roche, Switzerland); Panbio COVID-19 Ag Rapid Test (Abbott, USA); Exdia COVID-19 Ag (Precision Biosensor Inc., Daejeon, Korea); SARS-CoV-2 BD Veritor System (Becton Dickinson, Franklin Lake, NJ, USA)","Standard Q COVID-19 Rapid Antigen Test (SD Biosensor, Korea/Roche, Switzerland); Panbio COVID-19 Ag Rapid Test (Abbott, USA); Exdia COVID-19 Ag (Precision Biosensor Inc., Daejeon, Korea); SARS-CoV-2 BD Veritor System (Becton Dickinson, Franklin Lake, NJ, USA)",TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Caruana2021,VIASURE SARS-CoV-2 (N1 + N2) Real-Time PCR Detection Kit for BD MAX™; GeneXpert® SARS-CoV-2 test; cobas 6800® SARS-CoV-2; Magnapure diagnostic (MDx) platform,VIASURE SARS-CoV-2 (N1 + N2) Real-Time PCR Detection Kit for BD MAX™; GeneXpert® SARS-CoV-2 test; cobas 6800® SARS-CoV-2; Magnapure diagnostic (MDx) platform,TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Caruana2021,One Step Exdia: 48.3%; Standard Q: 41.2%; Panbio: 41.2%; BD Veritor: 41.2%,One Step Exdia: 48.3%; Standard Q: 41.2%; Panbio: 41.2%; BD Veritor: 41.2%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Caruana2021,Exdia: 99.5%; Standard Q: 99.7%; Panbio: 99.5%; BD Veritor: 99.7%,Exdia: 99.5%; Standard Q: 99.7%; Panbio: 99.5%; BD Veritor: 99.7%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Caruana2021,96% to 97%,96% to 97%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Caruana2021,between 87% and 86% for all RATs,between 87% and 86% for all RATs,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Caruana2021,nasopharyngeal swabs,nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Cento2021,LumiraDx SARS-CoV-2 Ag test,LumiraDx SARS-CoV-2 Ag test,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Cento2021,Simplexa COVID-19 Direct Kit by DiaSorin,Simplexa COVID-19 Direct Kit by DiaSorin,TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Cento2021,Overall: 85%; Ct <=29: 91%; Ct > 29: 34%,Overall: 85%; Ct <=29: 91%; Ct > 29: 34%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Cento2021,97%,97%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Cento2021,0.94,0.94,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Cento2021,0.92,0.92,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Cento2021,nasopharyngeal swabs,nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Cerutti2020,STANDARD Q COVID-19 Ag ,SD-Biosensor,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Cerutti2020,"Seegene Allplex® 2019 n-CoV Assay, DiaSorin Simplexa®, and Cobas 6800 Roche®",Not mentioned,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Cerutti2020,70.60%,Not mentioned,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Cerutti2020,100%,Not mentioned,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Cerutti2020,87.40%,Not mentioned,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Cerutti2020,100%,Not mentioned,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Cerutti2020,Nasopharyngeal swabs,Nasopharyngeal swabs,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Chaimayo2020,"Standard Q COVID-19 Ag test, SD Biosensor®","SD Biosensor, Standard Q COVID-19 Ag kit ",TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Chaimayo2020,"Allplex™ 2019-nCoV Assay (Seegene, Korea)","Allplex 2019-nCoV Assay (Seegene, Korea)",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Chaimayo2020,98.33%,98.33%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Chaimayo2020,98.73%,98.73%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Chaimayo2020,if 10% COVID-19 prevalence: 89.59%; if 1% COVID-19 prevalence: 43.91%,not mentioned,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Chaimayo2020,"if 10% COVID-19 prevalence: 99.81%; if 1% COVID-19 prevalence, 99.98%",not mentioned,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Chaimayo2020,"Nasopharyngeal swabs, Oropharyngeal swabs/throat swabs, Endotracheal aspirates, Sputum samples","Nasopharyngeal swabs, Oropharyngeal swabs/throat swabs, Endotracheal aspirates, Sputum samples",TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Cheng2022,"Enimmune Speedy COVID-19 AG Rapid Test - Heping, PanBio (Abbott) - RenAi, VTRUST COVID-19 Antigen Rapid Test (Taidoc Technology Corporation) - YangMing, VTRUST COVID-19 Antigen Rapid Test (Taidoc Technology Corporation) - Zhongxiao, Enimmune Speedy COVID-19 AG Rapid Test - Zhongxing",Not mentioned,FALSE,No,Intervention,N/A,FALSE
SR2_Elicit,Cheng2022,AIO SP-qPCR System® (AIO48S-144) and the PCR kit (AIOQS3480、 AIOLVX500),not reported,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Cheng2022,60.5%-78.6%,60.5%-78.6%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Cheng2022,98.2%-99.9%,98.2%-99.9%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Cheng2022,74.4%-97.8%,74.4%-97.8%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Cheng2022,94.0%-98.4%,94.0%-98.4%,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Choudhary2022,Standard Q COVID-19 Ag (SD Biosensor),Standard Q COVID-19 Ag (SD Biosensor),TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Choudhary2022,"QIAamp Viral RNA Mini Kit for extraction, Meril COVID-19 One-Step RT-PCR Kit for amplification","QIAamp Viral RNA Mini Kit for extraction, Meril COVID-19 One-Step RT-PCR Kit for amplification",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Choudhary2022,55.04%,55.04%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Choudhary2022,99.20%,99.20%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Choudhary2022,0.934,93.42%,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Choudhary2022,0.915,91.47%,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Choudhary2022,nasopharyngeal swabs  ,nasopharyngeal swabs  ,TRUE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Cottone2022,Roche SARS-CoV-2 Rapid Antigen Test (Roche),Roche SD Biosensor,FALSE,Yes and inappropriate,Intervention,N/A,FALSE
SR2_Elicit,Cottone2022,"AllplexTM 2019-nCoV assay (SeegeneVR , Seoul, Korea)",not mentioned,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Cottone2022,45.50%,45.50%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Cottone2022,98.10%,not mentioned,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Cottone2022,86.80%,not mentioned,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Cottone2022,86.60%,not mentioned,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Cottone2022,nasopharyngeal swab,"Nasopharyngeal swabs, Oropharyngeal swabs/throat swabs",FALSE,Yes and inappropriate,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Cubas-Atienzar2021,Mologic Covid-19 Rapid Antigen Test (Mologic Ltd. United Kingdom) - Northumberland,Mologic,TRUE,No,Intervention,N/A,FALSE
SR2_Elicit,Cubas-Atienzar2021,"Xpert Xpress SARS-CoV-2/FLU/RSV, Hologic Aptima SARS-CoV-2 Assay kit, TaqPath COVID-19 kit",not mentioned,FALSE,No,Comparison,N/A,FALSE
SR2_Elicit,Cubas-Atienzar2021,86%,85%,FALSE,Yes and appropriate,Outcome,Outcome - Sensitivity,TRUE
SR2_Elicit,Cubas-Atienzar2021,97.80%,97.80%,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_Elicit,Cubas-Atienzar2021,96.30%,not mentioned,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_Elicit,Cubas-Atienzar2021,90.70%,not mentioned,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_Elicit,Cubas-Atienzar2021,"throat swab, nasopharyngeal swab, nasal swab","oropharyngeal swabs/throat swabs, nasal swabs",FALSE,No,Intervention,Intervention - Sample types,FALSE
SR2_Elicit,Dierks2021,"SARS-CoV-2 Ag (LumiraDx), NADAL COVID-19 Antigen Rapid Test (New Art Laboratories/nal von minden)",NADAL COVID-19 Ag Test; LumiraDx SARS-CoV-2 Ag Test; Hologic Aptima SARS-CoV-2 TMA assay; Roche Cobas SARS-CoV-2 PCR; Genesig Real-Time PCR Coronavirus (COVID-19) assay; Cepheid Xpert Xpress SARS-CoV-2 PCR,FALSE,Yes and inappropriate,Intervention,N/A,FALSE
SR2_Elicit,Dierks2021,"Roche Cobas SARS-CoV-2 PCR, Genesig Real-Time PCR Coronavirus (COVID-19) assay, Cepheid Xpert Xpress SARS-CoV-2 PCR","Roche Cobas SARS-CoV-2 PCR, Genesig Real-Time PCR Coronavirus (COVID-19) assay, Cepheid Xpert Xpress SARS-CoV-2 PCR",TRUE,No,Comparison,N/A,FALSE
SR2_Elicit,Dierks2021,"LumiraDx: 45.45, NADAL: 14.29",NADAL: 0.1429 ; LumiraDx: 0.4545; TMA: 0.7157 ,FALSE,Yes and appropriate,Outcome,Outcome - Sensitivity,TRUE
